ski_pass,godina,vreme_nesrece,value,date1,date1_ts,
Nema,2011,1/21/2011 14:15,Karaman greben,1/21/2011 14:15,190778056,
26-1078-12-7194 8,2011,1/23/2011 10:10,Karaman greben,1/23/2011 10:10,190936196,
01-1078-08-37871 55,2011,1/23/2011 14:15,Karaman greben,1/23/2011 14:15,190950903,
26-1072-01-173568-57,2011,1/25/2011 11:08,Karaman greben,1/25/2011 11:08,191112486,
81-1078-08-29428 40,2011,1/25/2011 13:35,Karaman greben,1/25/2011 13:35,191121281,
26-1078-01-173231,2011,1/27/2011 11:50,Karaman greben,1/27/2011 11:50,191287793,
26-1078-01-173770 38,2011,1/27/2011 13:50,Karaman greben,1/27/2011 13:50,191294951,
26-1078-08-38975 55,2011,1/28/2011 11:15,Karaman greben,1/28/2011 11:15,191372072,
29-1078-05-19640 37,2011,1/29/2011 11:30,Karaman greben,1/29/2011 11:30,191459385,
26-1078-04-113348 65,2011,1/29/2011 12:15,Karaman greben,1/29/2011 12:15,191462080,
01-1078-05-19431 37,2011,1/29/2011 14:10,Karaman greben,1/29/2011 14:10,191468996,
26-1078-06-39038 47,2011,1/29/2011 14:15,Karaman greben,1/29/2011 14:15,191469279,
26-1078-04-113400 65,2011,1/29/2011 14:30,Karaman greben,1/29/2011 14:30,191470179,
26-1078-08-39194 55,2011,1/29/2011 15:29,Karaman greben,1/29/2011 15:29,191473746,
26-1078-01-174359 11,2011,1/30/2011 10:30,Karaman greben,1/30/2011 10:30,191542209,
26-1078-04-113648 65,2011,1/30/2011 13:10,Karaman greben,1/30/2011 13:10,191551798,
01-1078-10-11901 42,2011,1/30/2011 13:10,Karaman greben,1/30/2011 13:10,191551799,
26-1078-01-074234 38,2011,1/31/2011 13:00,Karaman greben,1/31/2011 13:00,191637601,
26-1078-021675 35,2011,2/1/2011 11:40,Karaman greben,2/1/2011 11:40,191719190,
01-1078-01-17 26 65 11,2011,2/1/2011 12:30,Karaman greben,2/1/2011 12:30,191722171,
26-1078-12-7647 8,2011,2/1/2011 14:45,Karaman greben,2/1/2011 14:45,191730281,
26-1078-08-39467 61,2011,2/2/2011 10:05,Karaman greben,2/2/2011 10:05,191799897,
26-1078-08-39655 55,2011,2/2/2011 12:10,Karaman greben,2/2/2011 12:10,191807386,
26-1078-01-174804 38,2011,2/2/2011 12:50,Karaman greben,2/2/2011 12:50,191809793,
26-1078-02-167708-57,2011,2/2/2011 14:15,Karaman greben,2/2/2011 14:15,191814893,
26-1078-08-39977 55,2011,2/3/2011 10:55,Karaman greben,2/3/2011 10:55,191889279,
26-1078-04-113937 65,2011,2/3/2011 11:50,Karaman greben,2/3/2011 11:50,191892599,
26-1078-08-39652 55 ,2011,2/3/2011 14:10,Karaman greben,2/3/2011 14:10,191900988,
26-1078-07-25688 33,2011,2/4/2011 13:20,Karaman greben,2/4/2011 13:20,191984364,
26-1078-08-39707 55,2011,2/4/2011 13:20,Karaman greben,2/4/2011 13:20,191984406,
01-1078-04-114056 65,2011,2/4/2011 13:20,Karaman greben,2/4/2011 13:20,191984409,
28-1078-01-174609 38,2011,2/4/2011 13:55,Karaman greben,2/4/2011 13:55,191986457,
01-1078-07-25997 11,2011,2/4/2011 16:00,Karaman greben,2/4/2011 16:00,191993985,
26-1078-01-174668 38,2011,2/4/2011 16:15,Karaman greben,2/4/2011 16:15,191994896,
26-1078-02-167632 57,2011,2/5/2011 13:30,Karaman greben,2/5/2011 13:30,192071363,
26-1078-03-115186 8,2011,2/6/2011 14:00,Karaman greben,2/6/2011 14:00,192159582,
26-1078-04-114502 65,2011,2/6/2011 14:15,Karaman greben,2/6/2011 14:15,192160508,
01-1078-03-115129 8,2011,2/6/2011 15:20,Karaman greben,2/6/2011 15:20,192164399,
26-1078-08-41279 55,2011,2/7/2011 11:10,Karaman greben,2/7/2011 11:10,192235796,
26-1078-10-13688 61,2011,2/8/2011 14:10,Karaman greben,2/8/2011 14:10,192332986,
26-1078-08-41512 55,2011,2/8/2011 16:25,Karaman greben,2/8/2011 16:25,192341091,
26-1078-04-114705 57,2011,2/9/2011 11:40,Karaman greben,2/9/2011 11:40,192410384,
01-1078-03-115671 52,2011,2/10/2011 12:45,Karaman greben,2/10/2011 12:45,192500699,
26-1078-10-13600 61,2011,2/10/2011 14:50,Karaman greben,2/10/2011 14:50,192508171,
26-1078-08-40999 55,2011,2/12/2011 11:00,Karaman greben,2/12/2011 11:00,192667195,
01-1078-06-40393 47,2011,2/13/2011 10:49,Karaman greben,2/13/2011 10:49,192752938,
"Nema ski pass, popela se pešice",2011,2/13/2011 12:40,Karaman greben,2/13/2011 12:40,192759567,
01-1078-10-14259 11,2011,2/13/2011 12:40,Karaman greben,2/13/2011 12:40,192759574,
01-1078-08-42132 57,2011,2/14/2011 15:50,Karaman greben,2/14/2011 15:50,192857371,
01-1078-06-40499 47,2011,2/14/2011 16:10,Karaman greben,2/14/2011 16:10,192858590,
01-1078-06-41073 47,2011,2/15/2011 11:35,Karaman greben,2/15/2011 11:35,192928469,
01-1078-03-116254 52,2011,2/15/2011 11:59,Karaman greben,2/15/2011 11:59,192929930,
01-1078-12-8897 8,2011,2/15/2011 13:00,Karaman greben,2/15/2011 13:00,192933564,
26-1078-04-115156 65,2011,2/17/2011 13:00,Karaman greben,2/17/2011 13:00,193106357,
26-1078-08-42311 55,2011,2/18/2011 12:50,Karaman greben,2/18/2011 12:50,193192206,
26-1087-08-42354 55,2011,2/18/2011 13:13,Karaman greben,2/18/2011 13:13,193193539,
01-1078-06-41263 47,2011,2/18/2011 14:40,Karaman greben,2/18/2011 14:40,193198796,
01-1078-06-41137 47,2011,2/19/2011 10:00,Karaman greben,2/19/2011 10:00,193268392,
01-1078-01-177483 61,2011,2/19/2011 10:05,Karaman greben,2/19/2011 10:05,193268675,
01-1078-12-9094 8,2011,2/19/2011 13:05,Karaman greben,2/19/2011 13:05,193279484,
01-1079-04-115826 65,2011,2/19/2011 13:10,Karaman greben,2/19/2011 13:10,193279757,
nije imala ski pas,2011,2/19/2011 14:28,Karaman greben,2/19/2011 14:28,193284454,
01-1078-08-43309 55,2011,2/19/2011 14:50,Karaman greben,2/19/2011 14:50,193285791,
10-78-07-26857 57,2011,2/20/2011 11:30,Karaman greben,2/20/2011 11:30,193360164,
01-1078-10-11584 42,2011,2/20/2011 15:50,Karaman greben,2/20/2011 15:50,193375809,
01-1078-07-27123  38,2011,2/25/2011 15:42,Karaman greben,2/25/2011 15:42,193807287,
01-1078-08-43960 55,2011,2/25/2011 15:45,Karaman greben,2/25/2011 15:45,193807462,
01-1078-03-116923 8,2011,2/26/2011 14:30,Karaman greben,2/26/2011 14:30,193889402,
01-1078-03-117059 8,2011,2/26/2011 16:22,Karaman greben,2/26/2011 16:22,193896078,
01-1078-02-168612 33,2011,2/27/2011 11:03,Karaman greben,2/27/2011 11:03,193963389,
01-1078-10-15965 11,2011,2/28/2011 11:00,Karaman greben,2/28/2011 11:00,194049574,
01-1078-02-168725 38,2011,2/28/2011 13:20,Karaman greben,2/28/2011 13:20,194057995,
01-1078-06-42524 47,2011,2/28/2011 15:03,Karaman greben,2/28/2011 15:03,194064184,
01-1078-06-42693 49,2011,2/28/2011 16:00,Karaman greben,2/28/2011 16:00,194067580,
01-1078-08-45186 55,2011,2/28/2011 16:25,Karaman greben,2/28/2011 16:25,194069106,
01-1078-08-45450 55,2011,3/1/2011 13:43,Karaman greben,3/1/2011 13:43,194145760,
01-1078-10-15433,2011,3/1/2011 14:20,Karaman greben,3/1/2011 14:20,194147983,
01-1078-03-117470 52,2011,3/2/2011 14:27,Karaman greben,3/2/2011 14:27,194234771,
01-1078-08-44253 55,2011,3/2/2011 14:50,Karaman greben,3/2/2011 14:50,194236168,
01-1078-08 44905 57,2011,3/3/2011 15:40,Karaman greben,3/3/2011 15:40,194325574,
01-1078-01-179274 61,2011,3/4/2011 15:25,Karaman greben,3/4/2011 15:25,194411101,
01-1078-08-29585 40,2011,3/5/2011 11:05,Karaman greben,3/5/2011 11:05,194481908,
01-1078-08-46618 95,2011,3/6/2011 11:15,Karaman greben,3/6/2011 11:15,194568878,
01-1078-03-11780 52,2011,3/6/2011 14:10,Karaman greben,3/6/2011 14:10,194579394,
01-1078-12-10498 11,2011,3/6/2011 15:45,Karaman greben,3/6/2011 15:45,194585099,
01-1078-01180550 57,2011,3/7/2011 11:05,Karaman greben,3/7/2011 11:05,194654654,
01-1078-180944 38,2011,3/8/2011 15:05,Karaman greben,3/8/2011 15:05,194755463,
01-1078-01-180529 38,2011,3/9/2011 11:06,Karaman greben,3/9/2011 11:06,194827510,
01-1078-07-27854 8,2011,3/9/2011 14:45,Karaman greben,3/9/2011 14:45,194840689,
01-1078-08-46938 55,2011,3/9/2011 15:35,Karaman greben,3/9/2011 15:35,194843676,
01-1078-06-43974 38,2011,3/9/2011 16:25,Karaman greben,3/9/2011 16:25,194846706,
01-1078-08-47985 61,2011,3/10/2011 12:56,Karaman greben,3/10/2011 12:56,194920544,
01-1078-04-119055 65,2011,3/11/2011 13:07,Karaman greben,3/11/2011 13:07,195007576,
01-1078-04-118760 65,2011,3/11/2011 13:30,Karaman greben,3/11/2011 13:30,195008994,
nema,2011,3/11/2011 13:30,Karaman greben,3/11/2011 13:30,195009007,
,2011,3/11/2011 14:15,Karaman greben,3/11/2011 14:15,195011703,
01-1078-08-48660 55,2011,3/12/2011 12:10,Karaman greben,3/12/2011 12:10,195090552,
01-1078-06-44425 47,2011,3/12/2011 14:35,Karaman greben,3/12/2011 14:35,195099266,
01-1078-04-119365 65,2011,3/12/2011 16:00,Karaman greben,3/12/2011 16:00,195104371,
01-1078-02-170626 33,2011,3/12/2011 16:08,Karaman greben,3/12/2011 16:08,195104862,
01-1078-03-118492 52,2011,3/13/2011 10:40,Karaman greben,3/13/2011 10:40,195171559,
01-1078-10-1652 8,2011,3/13/2011 12:31,Karaman greben,3/13/2011 12:31,195178223,
01-1078-07-28430,2011,3/13/2011 16:25,Karaman greben,3/13/2011 16:25,195192251,
01-1078-08-48772 55,2011,3/14/2011 12:41,Karaman greben,3/14/2011 12:41,195265210,
01-1078-08-49365 55,2011,3/16/2011 13:30,Karaman greben,3/16/2011 13:30,195440972,
01-1078-04-11946 65,2011,3/17/2011 11:18,Karaman greben,3/17/2011 11:18,195519442,
01-1078-03-1190 17,2011,3/19/2011 12:25,Karaman greben,3/19/2011 12:25,195696309,
01-1078-01-182812 38,2011,3/20/2011 11:20,Karaman greben,3/20/2011 11:20,195778752,
01-1078-04-119981 65,2011,3/20/2011 11:20,Karaman greben,3/20/2011 11:20,195778765,
10-1078-01-182857 38,2011,3/20/2011 15:25,Karaman greben,3/20/2011 15:25,195793476,
01-1078-10-11918 42,2011,3/23/2011 15:30,Karaman greben,3/23/2011 15:30,196053005,
29-1078-05-19285 37,2011,3/24/2011 11:30,Karaman greben,3/24/2011 11:30,196124959,
01-1078-03-119375 52,2011,3/27/2011 10:15,Karaman greben,3/27/2011 10:15,196379702,
01-1078-01-183367 11,2011,3/27/2011 10:30,Karaman greben,3/27/2011 10:30,196380594,
01-1078-01-183355 11,2011,3/27/2011 10:35,Karaman greben,3/27/2011 10:35,196380909,
01-1078-12-12076 8,2011,3/30/2011 12:06,Karaman greben,3/30/2011 12:06,196645510,
01-1078-04-120293 47,2011,3/31/2011 13:50,Karaman greben,3/31/2011 13:50,196738190,
01-1078-10-11858 42,2011,4/13/2011 12:00,Karaman greben,4/13/2011 12:00,197854767,
01-10780851024 33,2011,12/9/2011 12:45,Karaman greben,12/9/2011 12:45,218593503,
*01-1078-03-120646 40,2011,12/14/2011 15:18,Karaman greben,12/14/2011 15:18,219034639,
*01-1078-03-121131 42,2011,12/18/2011 14:25,Karaman greben,12/18/2011 14:25,219377058,
*01-1078-01-184133 33,2011,12/21/2011 10:45,Karaman greben,12/21/2011 10:45,219623085,
*01-1078-03-121537 66,2011,12/22/2011 12:10,Karaman greben,12/22/2011 12:10,219714582,
*01-1078-03-121560 66,2011,12/22/2011 12:30,Karaman greben,12/22/2011 12:30,219715752,
*01-1078-03-121667 66,2011,12/23/2011 11:26,Karaman greben,12/23/2011 11:26,219798336,
*01-1078-03-121749 66,2011,12/23/2011 15:20,Karaman greben,12/23/2011 15:20,219812399,
01-1078-01-184740 33,2011,12/24/2011 14:25,Karaman greben,12/24/2011 14:25,219895470,
U trauma centru,2011,12/24/2011 15:10,Karaman greben,12/24/2011 15:10,219898188,
*01-1078-04-120778-78 47,2011,12/25/2011 10:15,Karaman greben,12/25/2011 10:15,219966891,
*01-1078-04-120737 47,2011,12/25/2011 11:12,Karaman greben,12/25/2011 11:12,219970308,
*01-1078-03-121971 52,2011,12/25/2011 11:45,Karaman greben,12/25/2011 11:45,219972262,
01-1078-04-120780 47,2011,12/25/2011 13:20,Karaman greben,12/25/2011 13:20,219977987,
01-1078-10-17406 11,2011,12/26/2011 12:10,Karaman greben,12/26/2011 12:10,220060155,
*01-1078-10-17599 11,2011,12/26/2011 14:35,Karaman greben,12/26/2011 14:35,220068872,
01-1078-10-17125 11,2011,12/27/2011 12:05,Karaman greben,12/27/2011 12:05,220146288,
*01-1078-01-184597 33,2011,12/27/2011 12:13,Karaman greben,12/27/2011 12:13,220146746,
*01-1078-01-184919 33,2011,12/27/2011 13:47,Karaman greben,12/27/2011 13:47,220152377,
01-1078-03-121727 66,2011,12/28/2011 12:25,Karaman greben,12/28/2011 12:25,220233882,
*01-1078-08-51611 55,2011,12/30/2011 13:12,Karaman greben,12/30/2011 13:12,220409507,
*01-1078-01-185200 33,2011,12/30/2011 15:55,Karaman greben,12/30/2011 15:55,220419296,
01-1078-08-51801 55,2012,1/1/2012 13:40,Karaman greben,1/1/2012 13:40,220583970,
*01-1078-01-185657 38,2012,1/2/2012 10:55,Karaman greben,1/2/2012 10:55,220660493,
01-1078-01-185959 11,2012,1/2/2012 13:35,Karaman greben,1/2/2012 13:35,220670096,
*01-1078-04-121661 47,2012,1/2/2012 14:02,Karaman greben,1/2/2012 14:02,220671716,
01-1078-06-46081 67,2012,1/3/2012 10:30,Karaman greben,1/3/2012 10:30,220745387,
01-1078-05-2018337,2012,1/3/2012 13:00,Karaman greben,1/3/2012 13:00,220754354,
01-1078-08 53379 11,2012,1/3/2012 14:27,Karaman greben,1/3/2012 14:27,220759598,
01-1078-08-51953 55,2012,1/3/2012 14:53,Karaman greben,1/3/2012 14:53,220761176,
01-1078-01-185705 38,2012,1/4/2012 15:55,Karaman greben,1/4/2012 15:55,220851276,
*01-1078-08-52601 55,2012,1/5/2012 9:14,Karaman greben,1/5/2012 9:14,220913645,
01-1078-10-18256 67,2012,1/5/2012 14:40,Karaman greben,1/5/2012 14:40,220933151,
*01-1078-04-122969 47,2012,1/5/2012 15:35,Karaman greben,1/5/2012 15:35,220936469,
01-1078-03-123500 66,2012,1/7/2012 13:30,Karaman greben,1/7/2012 13:30,221101798,
01-1078-04-123255 47,2012,1/8/2012 11:31,Karaman greben,1/8/2012 11:31,221181062,
01-1078-08-54796 55,2012,1/9/2012 11:00,Karaman greben,1/9/2012 11:00,221265553,
01-1078-02-173606-33,2012,1/9/2012 11:22,Karaman greben,1/9/2012 11:22,221266876,
01-1078-03-1237778,2012,1/9/2012 13:10,Karaman greben,1/9/2012 13:10,221273376,
01-1078-01-187373 67,2012,1/9/2012 13:25,Karaman greben,1/9/2012 13:25,221274275,
01-1078-03-123622 8,2012,1/9/2012 15:03,Karaman greben,1/9/2012 15:03,221280152,
01-1078-08-54408-55,2012,1/9/2012 15:15,Karaman greben,1/9/2012 15:15,221280896,
01-1078-08-54945 38,2012,1/10/2012 11:30,Karaman greben,1/10/2012 11:30,221353793,
01-1078-10-18749 68,2012,1/10/2012 13:55,Karaman greben,1/10/2012 13:55,221362487,
01-1078-01-187265 67,2012,1/10/2012 14:30,Karaman greben,1/10/2012 14:30,221364578,
01-1078-01-187387 67,2012,1/10/2012 14:45,Karaman greben,1/10/2012 14:45,221365502,
01-1078-05-20874 44,2012,1/12/2012 12:33,Karaman greben,1/12/2012 12:33,221530352,
01-1078-08-55769 55,2012,1/12/2012 13:05,Karaman greben,1/12/2012 13:05,221532302,
01-1078-04-123586 47,2012,1/12/2012 13:25,Karaman greben,1/12/2012 13:25,221533474,
01-1078-10-18947 33,2012,1/13/2012 14:40,Karaman greben,1/13/2012 14:40,221624373,
01-1078-08-55557 55,2012,1/14/2012 12:25,Karaman greben,1/14/2012 12:25,221702681,
01-1078-10-19074 68,2012,1/17/2012 16:00,Karaman greben,1/17/2012 16:00,221974802,
01-1078-12-14021 44,2012,1/22/2012 12:10,Karaman greben,1/22/2012 12:10,222392985,
01-1078-12-13983 44,2012,1/22/2012 14:00,Karaman greben,1/22/2012 14:00,222399563,
01-1078-08-57264 55,2012,1/22/2012 16:10,Karaman greben,1/22/2012 16:10,222407367,
01-1078-08-56556 55,2012,1/23/2012 15:34,Karaman greben,1/23/2012 15:34,222491621,
01-1078-06-48052 47,2012,1/24/2012 12:00,Karaman greben,1/24/2012 12:00,222565179,
01-1078-12-14337 52,2012,1/27/2012 14:10,Karaman greben,1/27/2012 14:10,222832202,
,2012,1/28/2012 15:30,Karaman greben,1/28/2012 15:30,222923366,
01-1078-10-19737 68,2012,1/30/2012 12:14,Karaman greben,1/30/2012 12:14,223084422,
01-1078-08-58498 55,2012,2/1/2012 11:35,Karaman greben,2/1/2012 11:35,223254895,
01-1078-08-57685 55,2012,2/2/2012 11:20,Karaman greben,2/2/2012 11:20,223340364,
01-1078-05-20306 37,2012,2/3/2012 12:40,Karaman greben,2/3/2012 12:40,223431607,
01 1078 01 190813 11,2012,2/4/2012 13:15,Karaman greben,2/4/2012 13:15,223520101,
29-1078-05-20033 37,2012,2/5/2012 15:00,Karaman greben,2/5/2012 15:00,223612752,
01-1078-08-58968 55,2012,2/6/2012 12:45,Karaman greben,2/6/2012 12:45,223691074,
01-1078-02-174610 67,2012,2/7/2012 13:30,Karaman greben,2/7/2012 13:30,223780165,
01-1078-03-119900 40,2012,2/11/2012 16:18,Karaman greben,2/11/2012 16:18,224135843,
01-1078-01-191813 67,2012,2/14/2012 13:13,Karaman greben,2/14/2012 13:13,224383959,
01-1078-06-49151 33,2012,2/14/2012 14:55,Karaman greben,2/14/2012 14:55,224390101,
01-1078-04-126848 8,2012,2/15/2012 11:25,Karaman greben,2/15/2012 11:25,224463860,
01-1078-08-60140 11,2012,2/15/2012 11:40,Karaman greben,2/15/2012 11:40,224464784,
01-1078-03-126839 52,2012,2/15/2012 14:45,Karaman greben,2/15/2012 14:45,224475851,
01-1078-10-20868 11,2012,2/17/2012 10:52,Karaman greben,2/17/2012 10:52,224634686,
01-1078-12-15323 44,2012,2/17/2012 11:10,Karaman greben,2/17/2012 11:10,224635758,
01-1078-02-175535 33,2012,2/17/2012 14:00,Karaman greben,2/17/2012 14:00,224646002,
01-1078-09- 5606 33,2012,2/18/2012 12:10,Karaman greben,2/18/2012 12:10,224725809,
01-1078-10-210076 47,2012,2/18/2012 15:00,Karaman greben,2/18/2012 15:00,224735957,
01-1078-08-61729 55,2012,2/18/2012 15:45,Karaman greben,2/18/2012 15:45,224738662,
nema,2012,2/19/2012 15:48,Karaman greben,2/19/2012 15:48,224825230,
01-1078-04-128043 66,2012,2/21/2012 13:00,Karaman greben,2/21/2012 13:00,224987979,
01-1078-03-1279 8,2012,2/21/2012 13:25,Karaman greben,2/21/2012 13:25,224989470,
01-1078-10-21512 68,2012,2/21/2012 15:00,Karaman greben,2/21/2012 15:00,224995178,
01-1078-08-62565 55,2012,2/21/2012 15:27,Karaman greben,2/21/2012 15:27,224996770,
Nema ski pas,2012,2/22/2012 12:00,Karaman greben,2/22/2012 12:00,225070779,
01-1078-10-21387 68,2012,2/22/2012 12:00,Karaman greben,2/22/2012 12:00,225070790,
01-1078-03-128210 66,2012,2/23/2012 11:15,Karaman greben,2/23/2012 11:15,225154505,
01-1078 02 176326 67,2012,2/23/2012 11:30,Karaman greben,2/23/2012 11:30,225155376,
01-1078-0412-8212 66,2012,2/23/2012 15:30,Karaman greben,2/23/2012 15:30,225169751,
01-1078-08-62950 55,2012,2/24/2012 14:45,Karaman greben,2/24/2012 14:45,225253455,
01-1087-10-21637 38,2012,2/26/2012 11:30,Karaman greben,2/26/2012 11:30,225414604,
01-1078-03-128447 47,2012,2/26/2012 13:22,Karaman greben,2/26/2012 13:22,225421319,
01-1078-06-50363 68,2012,2/26/2012 13:23,Karaman greben,2/26/2012 13:23,225421371,
Bez ski-pass-a,2012,2/26/2012 16:10,Karaman greben,2/26/2012 16:10,225431386,
01-1078-09-6179 70,2012,2/27/2012 10:57,Karaman greben,2/27/2012 10:57,225498978,
01-1078-03-119891 40,2012,2/27/2012 11:32,Karaman greben,2/27/2012 11:32,225501103,
01-1078-03-129169 11,2012,2/27/2012 14:40,Karaman greben,2/27/2012 14:40,225512377,
01-1078-03-129291 11,2012,2/28/2012 11:50,Karaman greben,2/28/2012 11:50,225588554,
01-1078-03-119891 40,2012,2/28/2012 15:45,Karaman greben,2/28/2012 15:45,225602669,
Bez ski pass-a,2012,3/1/2012 15:35,Karaman greben,3/1/2012 15:35,225774886,
01-1078-06-50628 44,2012,3/1/2012 15:45,Karaman greben,3/1/2012 15:45,225775476,
01-1078-121684 98,2012,3/1/2012 16:00,Karaman greben,3/1/2012 16:00,225776366,
c1-1078-03-119889 40,2012,3/2/2012 14:00,Karaman greben,3/2/2012 14:00,225855578,
01-1078-09-6710 47,2012,3/2/2012 14:05,Karaman greben,3/2/2012 14:05,225855859,
01-1078-08-64563 55,2012,3/2/2012 15:30,Karaman greben,3/2/2012 15:30,225860984,
01 1078 08 65170 55,2012,3/3/2012 13:00,Karaman greben,3/3/2012 13:00,225938366,
01-1078-08-63655   67,2012,3/3/2012 14:10,Karaman greben,3/3/2012 14:10,225942562,
/,2012,3/3/2012 16:30,Karaman greben,3/3/2012 16:30,225950977,
01-1078-03-130016 47,2012,3/4/2012 15:25,Karaman greben,3/4/2012 15:25,226033490,
01-1078-02-178126 70,2012,3/5/2012 14:55,Karaman greben,3/5/2012 14:55,226118093,
01-1078-08-65904 55,2012,3/6/2012 12:30,Karaman greben,3/6/2012 12:30,226195759,
01-1078-01-195462 67,2012,3/6/2012 14:45,Karaman greben,3/6/2012 14:45,226203888,
29-1078-10-17205 11,2012,3/6/2012 16:15,Karaman greben,3/6/2012 16:15,226209250,
01-1078-12-17568 52,2012,3/7/2012 13:05,Karaman greben,3/7/2012 13:05,226284269,
01-1078-09-7286 52,2012,3/7/2012 15:45,Karaman greben,3/7/2012 15:45,226293864,
01-1078-03-130278 11,2012,3/8/2012 11:30,Karaman greben,3/8/2012 11:30,226364962,
01-1078-06-51879 70,2012,3/9/2012 10:11,Karaman greben,3/9/2012 10:11,226446638,
01-1078-08-66449 89,2012,3/10/2012 11:45,Karaman greben,3/10/2012 11:45,226538685,
01-1078-03-131203 52,2012,3/10/2012 14:50,Karaman greben,3/10/2012 14:50,226549771,
01-1078-03-131173 52,2012,3/11/2012 13:37,Karaman greben,3/11/2012 13:37,226631829,
01-1078-12-18148 52,2012,3/13/2012 14:55,Karaman greben,3/13/2012 14:55,226809295,
01-1078-10-22734 8,2012,3/14/2012 13:15,Karaman greben,3/14/2012 13:15,226889709,
01-1078-01-196730 67,2012,3/15/2012 14:45,Karaman greben,3/15/2012 14:45,226981509,
01-1078-03-132017 11,2012,3/16/2012 13:35,Karaman greben,3/16/2012 13:35,227063699,
01-1078-04-131232 44,2012,3/16/2012 16:00,Karaman greben,3/16/2012 16:00,227072385,
01-1078-04-120351 64,2012,3/17/2012 15:23,Karaman greben,3/17/2012 15:23,227156551,
01-1078-08-69537 55,2012,3/21/2012 13:28,Karaman greben,3/21/2012 13:28,227495245,
01-1078-02-180215 33,2012,3/22/2012 12:31,Karaman greben,3/22/2012 12:31,227578214,
01-1078-03-133193 66,2012,3/22/2012 13:37,Karaman greben,3/22/2012 13:37,227582178,
01-1078-08-69693 55,2012,3/22/2012 15:15,Karaman greben,3/22/2012 15:15,227588058,
01 1078 01 197967 38,2012,3/22/2012 16:35,Karaman greben,3/22/2012 16:35,227592852,
01-1078-08-69423 55,2012,3/24/2012 13:20,Karaman greben,3/24/2012 13:20,227753962,
01-1078-02-180475 66,2012,3/24/2012 13:50,Karaman greben,3/24/2012 13:50,227755769,
01-1078-06-46301 67,2012,3/24/2012 15:40,Karaman greben,3/24/2012 15:40,227762353,
01-1078-04-132083 44,2012,3/24/2012 15:45,Karaman greben,3/24/2012 15:45,227762669,
*01-1078-04-132154 68,2012,3/25/2012 12:45,Karaman greben,3/25/2012 12:45,227838268,
01-1078-01-183595 40,2012,3/25/2012 13:05,Karaman greben,3/25/2012 13:05,227839482,
*01-1078-08-69980 55,2012,3/27/2012 13:50,Karaman greben,3/27/2012 13:50,228014951,
*01-1078-02-180943 38,2012,3/28/2012 9:25,Karaman greben,3/28/2012 9:25,228085478,
*C1-1078-03-119921 40,2012,3/28/2012 11:15,Karaman greben,3/28/2012 11:15,228092081,
*01-1078-04-132161 44,2012,3/28/2012 11:15,Karaman greben,3/28/2012 11:15,228092087,
*01-1078-08-70610 11,2012,4/9/2012 14:45,Karaman greben,4/9/2012 14:45,229141476,
01-1078-08-70953 11,2012,4/13/2012 10:45,Karaman greben,4/13/2012 10:45,229472704,
1-1078-5-20186,2012,4/19/2012 11:25,Karaman greben,4/19/2012 11:25,229993504,
01-1078-10-24509 33,2012,12/7/2012 11:52,Karaman greben,12/7/2012 11:52,250039888,
01-1078-08-71692 73,2012,12/7/2012 14:11,Karaman greben,12/7/2012 14:11,250048258,
01-1078-10-24388 33,2012,12/7/2012 15:21,Karaman greben,12/7/2012 15:21,250052419,
01-1078-06-54387 33,2012,12/8/2012 10:30,Karaman greben,12/8/2012 10:30,250121385,
01-1078-10 24820 66,2012,12/8/2012 11:19,Karaman greben,12/8/2012 11:19,250124340,
01-1078-04-132873 11,2012,12/15/2012 11:45,Karaman greben,12/15/2012 11:45,250730675,
01-1078-03-135863 52,2012,12/22/2012 15:10,Karaman greben,12/22/2012 15:10,251347793,
01-1078-03-136112 52,2012,12/23/2012 10:55,Karaman greben,12/23/2012 10:55,251418904,
01-1078-10-25359 74,2012,12/23/2012 13:05,Karaman greben,12/23/2012 13:05,251426709,
01-1078-10-25421 74,2012,12/23/2012 14:42,Karaman greben,12/23/2012 14:42,251432516,
01-1078-08-72608 73,2012,12/23/2012 15:00,Karaman greben,12/23/2012 15:00,251433579,
01-1078-10-25603 33,2012,12/24/2012 9:45,Karaman greben,12/24/2012 9:45,251501051,
01-1078-03-136408 52,2012,12/24/2012 12:42,Karaman greben,12/24/2012 12:42,251511726,
01-1078-06-54869 74,2012,12/25/2012 11:40,Karaman greben,12/25/2012 11:40,251594384,
01-1078-03-136179 52,2012,12/25/2012 15:45,Karaman greben,12/25/2012 15:45,251609104,
01-1078-10-25942 11,2012,12/26/2012 12:00,Karaman greben,12/26/2012 12:00,251681959,
01-1078-03-136449 52,2012,12/29/2012 12:25,Karaman greben,12/29/2012 12:25,251942651,
01-1078-08-72841 55,2012,12/29/2012 12:25,Karaman greben,12/29/2012 12:25,251942681,
01-1078-12-20405 8,2012,12/29/2012 13:51,Karaman greben,12/29/2012 13:51,251947852,
01-1078-01-200834 68,2012,12/29/2012 13:55,Karaman greben,12/29/2012 13:55,251948097,
01-1078-01-201316 93,2012,12/30/2012 15:10,Karaman greben,12/30/2012 15:10,252038961,
01-1078-08-73118 11,2012,12/30/2012 16:00,Karaman greben,12/30/2012 16:00,252041952,
01-1078-03-136757 67,2012,12/31/2012 14:00,Karaman greben,12/31/2012 14:00,252121161,
01-1078-01-201000 67,2012,12/31/2012 14:05,Karaman greben,12/31/2012 14:05,252121480,
